course_id,course_short_title,course_long_title,learner_id,certification_id,certified,country,learner_qualification,learners_year_of_birth,age,gender,grade,start_time_DI,last_event_DI,number_of_days_active,number_of_chapters,number_of_forum_post,incomplete_flag
MITx/6.002x/2012_Fall,Circuits,Circuits and Electronics,MHxPC130430231,777732,0,Unknown/Other,Bachelor's,1989,24,m,0,09-09-2012,,,2,0,0
MITx/6.002x/2012_Fall,Circuits,Circuits and Electronics,MHxPC130129388,450734,0,Unknown/Other,Bachelor's,1989,24,m,0,09-09-2012,,,2,0,1
MITx/6.002x/2012_Fall,Circuits,Circuits and Electronics,MHxPC130331061,255414,0,Unknown/Other,Secondary,1989,24,m,0,09-09-2012,,,3,0,1
MITx/6.002x/2012_Fall,Circuits,Circuits and Electronics,MHxPC130461035,527061,1,Egypt,Bachelor's,1989,24,m,0,09-09-2012,,,1,0,0
MITx/6.002x/2012_Fall,Circuits,Circuits and Electronics,MHxPC130089923,824492,0,Unknown/Other,Secondary,1989,24,m,0,09-09-2012,,,1,0,0
MITx/6.002x/2012_Fall,Circuits,Circuits and Electronics,MHxPC130391154,296826,0,Unknown/Other,Bachelor's,1989,24,m,0,10-09-2012,,,1,0,1
MITx/6.002x/2012_Fall,Circuits,Circuits and Electronics,MHxPC130421498,518983,1,Unknown/Other,Secondary,1989,24,m,,07-02-2013,,,1,0,0
MITx/6.002x/2013_Spring,Circuits,Circuits and Electronics,MHxPC130405022,827182,1,Egypt,Bachelor's,1989,24,m,0,21-01-2013,22-01-2013,1,,0,0
MITx/6.002x/2013_Spring,Circuits,Circuits and Electronics,MHxPC130333681,312127,0,Brazil,Bachelor's,1989,24,m,0,05-01-2013,,4,,0,1
MITx/6.002x/2013_Spring,Circuits,Circuits and Electronics,MHxPC130004218,864537,0,Russian Federation,Bachelor's,1989,24,m,0,29-01-2013,29-01-2013,1,,0,1
MITx/6.002x/2013_Spring,Circuits,Circuits and Electronics,MHxPC130505791,806183,0,East Asia,Secondary,1989,24,m,0,31-01-2013,01-02-2013,1,,0,1
MITx/6.002x/2013_Spring,Circuits,Circuits and Electronics,MHxPC130042386,241986,0,India,Bachelor's,1989,24,m,0,28-01-2013,28-01-2013,1,,0,0
MITx/6.002x/2013_Spring,Circuits,Circuits and Electronics,MHxPC130376544,358595,0,Pakistan,Secondary,1989,24,m,0,25-01-2013,25-01-2013,1,,0,1
MITx/6.002x/2013_Spring,Circuits,Circuits and Electronics,MHxPC130102864,612083,0,Mexico,Master's,1989,24,m,0,06-01-2013,,1,,0,1
MITx/6.002x/2013_Spring,Circuits,Circuits and Electronics,MHxPC130266924,485037,0,Europe,Secondary,1989,24,m,0,24-01-2013,24-01-2013,1,,0,1
MITx/6.002x/2013_Spring,Circuits,Circuits and Electronics,MHxPC130272852,873177,0,India,Bachelor's,1989,24,m,0,28-01-2013,28-01-2013,1,1,0,1
MITx/6.002x/2013_Spring,Circuits,Circuits and Electronics,MHxPC130058638,687209,0,India,Master's,1989,24,m,0,26-01-2013,26-01-2013,1,,0,0
MITx/6.002x/2013_Spring,Circuits,Circuits and Electronics,MHxPC130462296,159468,0,United States,Bachelor's,1989,24,f,0,31-01-2013,31-01-2013,1,,0,1
MITx/6.002x/2013_Spring,Circuits,Circuits and Electronics,MHxPC130298074,159704,0,Brazil,Secondary,1989,24,m,0,31-01-2013,01-02-2013,1,,0,0
MITx/6.002x/2013_Spring,Circuits,Circuits and Electronics,MHxPC130153132,548348,0,India,Bachelor's,1989,24,m,0,01-02-2013,02-02-2013,1,,0,1
MITx/6.002x/2013_Spring,Circuits,Circuits and Electronics,MHxPC130185818,831675,0,Unknown/Other,Bachelor's,1989,24,m,0,21-03-2013,,,4,0,1
MITx/6.002x/2013_Spring,Circuits,Circuits and Electronics,MHxPC130457335,473914,0,Canada,Bachelor's,1989,24,m,,06-09-2013,,1,11,0,0
MITx/6.00x/2012_Fall,CS,Introduction to Computer Science and Programming,MHxPC130346339,720494,0,United States,Bachelor's,1989,24,m,0,18-08-2012,,1,,0,0
MITx/6.00x/2012_Fall,CS,Introduction to Computer Science and Programming,MHxPC130250805,972156,1,United States,Bachelor's,1989,24,m,0,19-08-2012,,1,,0,0
MITx/6.00x/2012_Fall,CS,Introduction to Computer Science and Programming,MHxPC130476055,732485,1,United States,Bachelor's,1989,24,m,0,05-09-2012,,1,,0,0
MITx/6.00x/2013_Spring,CS,Introduction to Computer Science and Programming,MHxPC130513540,738901,0,Russian Federation,Master's,1989,24,m,0,30-01-2013,30-01-2013,1,2,0,1
MITx/6.00x/2013_Spring,CS,Introduction to Computer Science and Programming,MHxPC130375076,736547,0,Russian Federation,Less than Secondary,1989,24,m,,01-09-2013,,5,6,0,0
MITx/6.00x/2013_Spring,CS,Introduction to Computer Science and Programming,MHxPC130371557,707127,1,Germany,Bachelor's,1989,24,f,,07-08-2013,,1,14,0,0
MITx/6.00x/2013_Spring,CS,Introduction to Computer Science and Programming,MHxPC130488166,756612,0,United States,Bachelor's,1989,24,m,0,13-02-2013,,29,,0,1
MITx/6.00x/2013_Spring,CS,Introduction to Computer Science and Programming,MHxPC130007043,860652,1,Egypt,Bachelor's,1989,24,m,0,31-01-2013,31-01-2013,1,,0,0
MITx/6.00x/2013_Spring,CS,Introduction to Computer Science and Programming,MHxPC130403748,373409,0,United States,Bachelor's,1989,24,m,0,23-01-2013,23-01-2013,1,,0,1
MITx/6.00x/2013_Spring,CS,Introduction to Computer Science and Programming,MHxPC130004431,836632,1,Africa,Bachelor's,1989,24,m,0,21-01-2013,21-01-2013,1,,0,0
MITx/6.00x/2013_Spring,CS,Introduction to Computer Science and Programming,MHxPC130251738,345141,1,Europe,Secondary,1989,24,m,0.01,04-02-2013,05-02-2013,2,2,0,0
MITx/6.00x/2013_Spring,CS,Introduction to Computer Science and Programming,MHxPC130525520,230433,0,South Asia,Secondary,1989,24,m,0,05-02-2013,05-02-2013,1,,0,1
MITx/6.00x/2013_Spring,CS,Introduction to Computer Science and Programming,MHxPC130566549,971254,1,Europe,Bachelor's,1989,24,m,0,04-02-2013,04-02-2013,1,2,0,0
MITx/6.00x/2013_Spring,CS,Introduction to Computer Science and Programming,MHxPC130200430,899567,0,China,Bachelor's,1989,24,m,0,21-01-2013,21-01-2013,1,1,0,1
MITx/6.00x/2013_Spring,CS,Introduction to Computer Science and Programming,MHxPC130406770,386061,0,Morocco,Less than Secondary,1989,24,m,0,21-01-2013,22-01-2013,1,,0,1
MITx/6.00x/2013_Spring,CS,Introduction to Computer Science and Programming,MHxPC130467481,314223,0,United States,Bachelor's,1989,24,m,0,23-01-2013,24-01-2013,2,,0,0
MITx/6.00x/2013_Spring,CS,Introduction to Computer Science and Programming,MHxPC130425523,256194,0,United States,Bachelor's,1989,24,m,0,31-01-2013,31-01-2013,1,,0,0
MITx/6.00x/2013_Spring,CS,Introduction to Computer Science and Programming,MHxPC130119702,492621,0,Europe,Secondary,1989,24,f,0,27-01-2013,27-01-2013,1,1,0,1
MITx/6.00x/2013_Spring,CS,Introduction to Computer Science and Programming,MHxPC130486560,118814,1,East Asia,Bachelor's,1989,24,f,0,28-01-2013,28-01-2013,1,,0,0
MITx/6.00x/2013_Spring,CS,Introduction to Computer Science and Programming,MHxPC130477551,673528,0,United States,Bachelor's,1989,24,m,0,04-02-2013,04-02-2013,2,2,0,1
MITx/6.00x/2013_Spring,CS,Introduction to Computer Science and Programming,MHxPC130306860,634908,0,Nigeria,Bachelor's,1989,24,m,0,01-02-2013,01-02-2013,1,,0,1
MITx/6.00x/2013_Spring,CS,Introduction to Computer Science and Programming,MHxPC130426352,729927,0,United States,Bachelor's,1989,24,m,0,03-02-2013,03-02-2013,1,1,0,1
MITx/6.00x/2013_Spring,CS,Introduction to Computer Science and Programming,MHxPC130575462,970784,0,Africa,Bachelor's,1989,24,m,0,05-02-2013,05-02-2013,1,,0,0
MITx/6.00x/2013_Spring,CS,Introduction to Computer Science and Programming,MHxPC130505961,739995,0,Brazil,Bachelor's,1989,24,m,0,08-02-2013,,1,2,0,0
MITx/6.00x/2013_Spring,CS,Introduction to Computer Science and Programming,MHxPC130421111,732375,0,Unknown/Other,Bachelor's,1989,24,m,0,06-02-2013,,,1,0,1
MITx/6.00x/2013_Spring,CS,Introduction to Computer Science and Programming,MHxPC130459788,690077,0,Unknown/Other,Bachelor's,1989,24,m,0,07-02-2013,,,2,0,0
MITx/6.00x/2013_Spring,CS,Introduction to Computer Science and Programming,MHxPC130164509,771968,1,Unknown/Other,Bachelor's,1989,24,m,0,12-02-2013,,,1,0,0
MITx/7.00x/2013_Spring,Biology,Introduction to Biology ��� The Secret of Life,MHxPC130517747,113504,0,Mexico,Secondary,1989,24,m,0,15-02-2013,,3,,0,1
MITx/7.00x/2013_Spring,Biology,Introduction to Biology ��� The Secret of Life,MHxPC130399414,519962,1,United States,Bachelor's,1989,24,m,0,02-02-2013,05-02-2013,2,,0,0
MITx/7.00x/2013_Spring,Biology,Introduction to Biology ��� The Secret of Life,MHxPC130273448,119794,0,Spain,Secondary,1989,24,m,0,05-02-2013,06-02-2013,2,,0,0
MITx/8.02x/2013_Spring,E&M,Electricity and Magnetism,MHxPC130405022,833916,0,Egypt,Bachelor's,1989,24,m,0,21-01-2013,22-01-2013,1,,0,1
MITx/8.02x/2013_Spring,E&M,Electricity and Magnetism,MHxPC130098172,167984,0,Europe,Secondary,1989,24,m,0,23-01-2013,26-01-2013,2,,0,1
MITx/8.02x/2013_Spring,E&M,Electricity and Magnetism,MHxPC130516174,964659,0,United States,Doctorate,1989,24,f,0,23-01-2013,,,2,0,1
MITx/8.02x/2013_Spring,E&M,Electricity and Magnetism,MHxPC130356218,587821,0,Spain,Doctorate,1989,24,m,0,28-01-2013,28-01-2013,1,,0,0
MITx/8.02x/2013_Spring,E&M,Electricity and Magnetism,MHxPC130331162,533942,0,India,Doctorate,1989,24,m,0,23-01-2013,31-01-2013,2,,0,1
MITx/8.02x/2013_Spring,E&M,Electricity and Magnetism,MHxPC130489993,226700,0,India,Doctorate,1989,24,m,0,23-01-2013,23-01-2013,1,,0,1
MITx/8.02x/2013_Spring,E&M,Electricity and Magnetism,MHxPC130522892,593042,0,Pakistan,Doctorate,1989,24,m,0,21-01-2013,29-01-2013,2,,0,0
MITx/8.02x/2013_Spring,E&M,Electricity and Magnetism,MHxPC130335987,119741,0,Mexico,Doctorate,1989,24,m,0,25-01-2013,25-01-2013,2,,0,1
MITx/8.02x/2013_Spring,E&M,Electricity and Magnetism,MHxPC130319935,517253,1,United States,Doctorate,1989,24,m,0,23-01-2013,23-01-2013,1,,0,0
MITx/8.02x/2013_Spring,E&M,Electricity and Magnetism,MHxPC130180910,768858,0,India,Doctorate,1989,24,m,0,26-01-2013,26-01-2013,1,,0,1
MITx/8.02x/2013_Spring,E&M,Electricity and Magnetism,MHxPC130403339,511710,1,Unknown/Other,Doctorate,1989,24,m,0,27-01-2013,06-02-2013,2,,0,0
MITx/8.02x/2013_Spring,E&M,Electricity and Magnetism,MHxPC130392132,925047,0,United States,Doctorate,1989,24,m,0,30-01-2013,,,1,0,0
MITx/8.02x/2013_Spring,E&M,Electricity and Magnetism,MHxPC130261671,585675,1,Germany,Doctorate,1989,24,m,0,30-01-2013,30-01-2013,1,2,0,0
MITx/8.02x/2013_Spring,E&M,Electricity and Magnetism,MHxPC130358369,386539,0,East Asia,Doctorate,1989,24,m,0,04-02-2013,04-02-2013,1,1,0,1
MITx/8.02x/2013_Spring,E&M,Electricity and Magnetism,MHxPC130185939,987259,1,United States,Doctorate,1989,24,m,0,04-02-2013,04-02-2013,1,,0,0
MITx/8.02x/2013_Spring,E&M,Electricity and Magnetism,MHxPC130582185,369708,0,Europe,Doctorate,1989,24,m,0,18-02-2013,,,3,0,0
HarvardX/PH207x/2012_Fall,HealthStat,Health in Numbers: Quantitative Methods in Clinical & Public Health Research,MHxPC130119030,366773,0,United States,Bachelor's,1985,28,,,27-06-2013,,1,16,0,1
MITx/8.02x/2013_Spring,E&M,Electricity and Magnetism,MHxPC130001736,921709,0,Pakistan,Doctorate,1989,24,m,0,11-02-2013,,1,,0,1
HarvardX/ER22x/2013_Spring,JusticeX,Justice,MHxPC130117207,765361,0,India,Bachelor's,1989,24,m,0,11-02-2013,,1,,0,1
HarvardX/ER22x/2013_Spring,JusticeX,Justice,MHxPC130429785,630214,0,South America,Secondary,1989,24,f,,12-02-2013,,4,13,0,1
HarvardX/ER22x/2013_Spring,JusticeX,Justice,MHxPC130056518,660135,0,Greece,Bachelor's,1989,24,f,0,16-02-2013,,1,,0,1
HarvardX/ER22x/2013_Spring,JusticeX,Justice,MHxPC130017808,269416,0,United States,Bachelor's,1989,24,m,0,22-02-2013,,1,,0,1
HarvardX/ER22x/2013_Spring,JusticeX,Justice,MHxPC130327278,140450,0,France,Bachelor's,1989,24,f,,25-02-2013,,2,6,0,1
HarvardX/ER22x/2013_Spring,JusticeX,Justice,MHxPC130062653,178698,0,United States,Bachelor's,1989,24,f,,04-03-2013,,1,5,0,1
HarvardX/ER22x/2013_Spring,JusticeX,Justice,MHxPC130163812,703925,0,Europe,Bachelor's,1989,24,m,0,06-08-2013,,,3,0,1
HarvardX/ER22x/2013_Spring,JusticeX,Justice,MHxPC130430269,574310,0,East Asia,Master's,1989,24,f,0,19-06-2013,,22,,0,1
HarvardX/ER22x/2013_Spring,JusticeX,Justice,MHxPC130471362,410695,0,United States,Secondary,1989,24,m,0,30-03-2013,,1,,0,1
HarvardX/ER22x/2013_Spring,JusticeX,Justice,MHxPC130431517,815624,0,India,Bachelor's,1989,24,f,0,16-05-2013,,1,,0,1
HarvardX/ER22x/2013_Spring,JusticeX,Justice,MHxPC130069312,593913,0,United States,Master's,1989,24,m,0,10-07-2013,,1,,0,1
HarvardX/ER22x/2013_Spring,JusticeX,Justice,MHxPC130040110,958293,0,United Kingdom,Bachelor's,1989,24,m,0,20-05-2013,,3,,0,1
HarvardX/ER22x/2013_Spring,JusticeX,Justice,MHxPC130049317,663915,0,United States,Bachelor's,1989,24,f,0,22-05-2013,,1,,0,1
HarvardX/ER22x/2013_Spring,JusticeX,Justice,MHxPC130012825,938031,0,South Asia,Bachelor's,1989,24,f,0,23-05-2013,,10,2,0,1
HarvardX/ER22x/2013_Spring,JusticeX,Justice,MHxPC130302442,249271,0,United States,Master's,1989,24,m,0,25-05-2013,,2,,0,1
HarvardX/ER22x/2013_Spring,JusticeX,Justice,MHxPC130053684,299566,0,East Asia,Bachelor's,1989,24,m,0,09-06-2013,,4,,0,1
HarvardX/ER22x/2013_Spring,JusticeX,Justice,MHxPC130486317,619259,0,"Other North & Central Amer., Caribbean",Secondary,1989,24,m,0,10-06-2013,,1,,0,1
HarvardX/ER22x/2013_Spring,JusticeX,Justice,MHxPC130306355,956493,0,South America,Bachelor's,1989,24,f,0,13-06-2013,,1,,0,1
HarvardX/ER22x/2013_Spring,JusticeX,Justice,MHxPC130098260,816239,0,Australia,Secondary,1989,24,m,,13-06-2013,,2,18,0,1
HarvardX/ER22x/2013_Spring,JusticeX,Justice,MHxPC130120104,711460,0,France,Master's,1989,24,f,0,16-06-2013,,1,,0,1
HarvardX/ER22x/2013_Spring,JusticeX,Justice,MHxPC130595662,766178,0,India,Bachelor's,1989,24,m,0,17-06-2013,,1,,0,1
HarvardX/ER22x/2013_Spring,JusticeX,Justice,MHxPC130429953,953459,0,France,Master's,1989,24,m,0,22-06-2013,,2,,0,1
HarvardX/ER22x/2013_Spring,JusticeX,Justice,MHxPC130200342,899382,0,United States,Secondary,1989,24,f,,07-09-2013,,1,16,0,1
HarvardX/ER22x/2013_Spring,JusticeX,Justice,MHxPC130151328,501201,0,France,Master's,1989,24,m,0,26-06-2013,,1,,0,1
HarvardX/ER22x/2013_Spring,JusticeX,Justice,MHxPC130350786,130680,0,Europe,Bachelor's,1989,24,f,0,11-07-2013,,1,,0,1
HarvardX/ER22x/2013_Spring,JusticeX,Justice,MHxPC130202257,673541,0,East Asia,Bachelor's,1989,24,m,0,23-07-2013,,1,,0,1
HarvardX/ER22x/2013_Spring,JusticeX,Justice,MHxPC130079776,224771,0,Spain,Bachelor's,1989,24,f,0,24-07-2013,,1,,0,1
HarvardX/ER22x/2013_Spring,JusticeX,Justice,MHxPC130071831,639480,0,United States,Bachelor's,1989,24,m,0,25-07-2013,,1,,0,1
HarvardX/ER22x/2013_Spring,JusticeX,Justice,MHxPC130325186,254037,0,United States,Secondary,1989,24,f,0,29-07-2013,,1,,0,1
HarvardX/ER22x/2013_Spring,JusticeX,Justice,MHxPC130319125,936996,0,Philippines,Bachelor's,1989,24,f,0,03-08-2013,,1,,0,1
HarvardX/ER22x/2013_Spring,JusticeX,Justice,MHxPC130013809,710158,0,United States,Secondary,1989,24,f,0,08-08-2013,,1,,0,1
HarvardX/ER22x/2013_Spring,JusticeX,Justice,MHxPC130209655,770424,0,United States,Bachelor's,1989,24,f,0,11-08-2013,,1,,0,1
HarvardX/ER22x/2013_Spring,JusticeX,Justice,MHxPC130437975,456333,0,United States,Bachelor's,1989,24,f,,21-08-2013,,,2,0,1
HarvardX/ER22x/2013_Spring,JusticeX,Justice,MHxPC130039613,639529,0,India,Bachelor's,1989,24,m,,31-08-2013,,,1,0,1
HarvardX/PH207x/2012_Fall,HealthStat,Health in Numbers: Quantitative Methods in Clinical & Public Health Research,MHxPC130407339,607354,0,Brazil,Bachelor's,1989,24,f,,30-07-2013,,6,6,0,1
HarvardX/PH207x/2012_Fall,HealthStat,Health in Numbers: Quantitative Methods in Clinical & Public Health Research,MHxPC130178899,404169,0,United States,Bachelor's,1989,24,f,,09-06-2013,,3,15,0,1
HarvardX/PH207x/2012_Fall,HealthStat,Health in Numbers: Quantitative Methods in Clinical & Public Health Research,MHxPC130308809,308816,0,Europe,Master's,1989,24,f,,26-07-2013,,,1,0,1
HarvardX/PH207x/2012_Fall,HealthStat,Health in Numbers: Quantitative Methods in Clinical & Public Health Research,MHxPC130505092,685261,0,United States,Bachelor's,1989,24,m,,16-07-2013,,46,7,0,1
HarvardX/PH207x/2012_Fall,HealthStat,Health in Numbers: Quantitative Methods in Clinical & Public Health Research,MHxPC130109870,942402,0,United Kingdom,Bachelor's,1989,24,f,,15-06-2013,,18,18,0,1
HarvardX/PH207x/2012_Fall,HealthStat,Health in Numbers: Quantitative Methods in Clinical & Public Health Research,MHxPC130590223,817400,0,Spain,Master's,1989,24,f,,02-07-2013,,1,9,0,1
HarvardX/PH207x/2012_Fall,HealthStat,Health in Numbers: Quantitative Methods in Clinical & Public Health Research,MHxPC130581216,907589,0,Africa,Bachelor's,1989,24,m,,17-06-2013,,,4,0,1
HarvardX/PH207x/2012_Fall,HealthStat,Health in Numbers: Quantitative Methods in Clinical & Public Health Research,MHxPC130298367,153891,0,United States,Bachelor's,1989,24,m,,18-05-2013,,1,11,0,1
HarvardX/PH207x/2012_Fall,HealthStat,Health in Numbers: Quantitative Methods in Clinical & Public Health Research,MHxPC130040110,933160,0,United Kingdom,Bachelor's,1989,24,m,,20-05-2013,,3,10,0,1
HarvardX/PH207x/2012_Fall,HealthStat,Health in Numbers: Quantitative Methods in Clinical & Public Health Research,MHxPC130518076,703036,0,Australia,Bachelor's,1989,24,m,,30-05-2013,,1,9,0,1
HarvardX/PH207x/2012_Fall,HealthStat,Health in Numbers: Quantitative Methods in Clinical & Public Health Research,MHxPC130541156,863984,0,Canada,Bachelor's,1989,24,f,,03-06-2013,,5,11,0,1
HarvardX/PH207x/2012_Fall,HealthStat,Health in Numbers: Quantitative Methods in Clinical & Public Health Research,MHxPC130298514,123040,0,United States,Bachelor's,1989,24,m,,22-06-2013,,7,9,0,1
HarvardX/PH207x/2012_Fall,HealthStat,Health in Numbers: Quantitative Methods in Clinical & Public Health Research,MHxPC130153898,776482,0,United States,Bachelor's,1989,24,f,,24-07-2013,,1,13,0,1
HarvardX/PH207x/2012_Fall,HealthStat,Health in Numbers: Quantitative Methods in Clinical & Public Health Research,MHxPC130399432,408365,0,Pakistan,Secondary,1989,24,m,,30-08-2013,,1,16,0,1
HarvardX/PH278x/2013_Spring,HealthEnv,Human Health and Global Environmental Change,MHxPC130160843,201844,0,Portugal,Master's,1989,24,f,0,21-12-2012,,13,,0,1
HarvardX/PH278x/2013_Spring,HealthEnv,Human Health and Global Environmental Change,MHxPC130235695,252595,0,China,Bachelor's,1989,24,f,0,22-01-2013,,4,,0,1
HarvardX/PH278x/2013_Spring,HealthEnv,Human Health and Global Environmental Change,MHxPC130483196,404274,0,United States,Bachelor's,1989,24,f,0,07-01-2013,,2,,0,1
HarvardX/PH278x/2013_Spring,HealthEnv,Human Health and Global Environmental Change,MHxPC130565446,167506,0,United States,Bachelor's,1989,24,f,0,23-12-2012,,2,,0,1
HarvardX/PH278x/2013_Spring,HealthEnv,Human Health and Global Environmental Change,MHxPC130148915,676048,0,Africa,Bachelor's,1989,24,f,0,12-02-2013,,3,,0,1
HarvardX/PH278x/2013_Spring,HealthEnv,Human Health and Global Environmental Change,MHxPC130178535,967119,0,South Asia,Bachelor's,1989,24,f,0,02-03-2013,,4,,0,1
HarvardX/PH278x/2013_Spring,HealthEnv,Human Health and Global Environmental Change,MHxPC130359178,749901,0,East Asia,Bachelor's,1989,24,f,0,11-03-2013,,5,,0,1
HarvardX/PH278x/2013_Spring,HealthEnv,Human Health and Global Environmental Change,MHxPC130391630,349919,0,India,Bachelor's,1989,24,m,0,28-04-2013,,3,,0,1
HarvardX/PH278x/2013_Spring,HealthEnv,Human Health and Global Environmental Change,MHxPC130150300,533589,0,United States,Master's,1989,24,f,0,26-07-2013,,1,,0,1
MITx/14.73x/2013_Spring,Poverty,The Challenges of Global Poverty,MHxPC130056734,839992,0,United States,Bachelor's,1989,24,m,0,30-12-2012,,2,,0,1
MITx/14.73x/2013_Spring,Poverty,The Challenges of Global Poverty,MHxPC130080661,836171,0,Africa,Secondary,1989,24,m,0,13-02-2013,,,1,0,0
MITx/14.73x/2013_Spring,Poverty,The Challenges of Global Poverty,MHxPC130482798,235098,0,Africa,Bachelor's,1989,24,m,0,25-01-2013,25-01-2013,1,,0,1
MITx/14.73x/2013_Spring,Poverty,The Challenges of Global Poverty,MHxPC130248111,828517,1,Canada,Bachelor's,1989,24,m,0,21-01-2013,21-01-2013,1,,0,0
MITx/14.73x/2013_Spring,Poverty,The Challenges of Global Poverty,MHxPC130531752,432801,1,United States,Bachelor's,1989,24,m,0,22-01-2013,22-01-2013,1,1,0,0
MITx/14.73x/2013_Spring,Poverty,The Challenges of Global Poverty,MHxPC130234254,105932,0,United States,Master's,1989,24,f,0,28-01-2013,28-01-2013,1,,0,1
MITx/14.73x/2013_Spring,Poverty,The Challenges of Global Poverty,MHxPC130186413,732292,0,East Asia,Bachelor's,1989,24,m,0,01-02-2013,01-02-2013,1,,0,1
MITx/14.73x/2013_Spring,Poverty,The Challenges of Global Poverty,MHxPC130449284,613108,0,Europe,Bachelor's,1989,24,f,0,04-02-2013,04-02-2013,1,,0,1
MITx/14.73x/2013_Spring,Poverty,The Challenges of Global Poverty,MHxPC130055571,122534,0,United States,Bachelor's,1989,24,f,0,04-02-2013,04-02-2013,1,,0,1
MITx/14.73x/2013_Spring,Poverty,The Challenges of Global Poverty,MHxPC130246818,777523,0,Pakistan,Bachelor's,1989,24,m,0,17-02-2013,,,1,0,1
MITx/3.091x/2012_Fall,SSChem,Introduction to Solid State Chemistry,MHxPC130585278,894496,0,United States,Secondary,1989,24,m,0,24-07-2012,,1,,0,1
MITx/3.091x/2012_Fall,SSChem,Introduction to Solid State Chemistry,MHxPC130214776,318606,0,Unknown/Other,Bachelor's,1989,24,m,,29-07-2012,,,2,0,0
MITx/3.091x/2013_Spring,SSChem,Introduction to Solid State Chemistry,MHxPC130264227,568384,0,Egypt,Bachelor's,1989,24,m,0,25-01-2013,25-01-2013,1,,0,1
MITx/3.091x/2013_Spring,SSChem,Introduction to Solid State Chemistry,MHxPC130403944,510059,0,United States,Bachelor's,1989,24,f,0,31-01-2013,01-02-2013,1,,0,0
MITx/3.091x/2013_Spring,SSChem,Introduction to Solid State Chemistry,MHxPC130351329,328718,0,Brazil,Bachelor's,1989,24,f,,10-02-2013,,2,7,0,0
MITx/6.002x/2012_Fall,Circuits,Circuits and Electronics,MHxPC130337508,899364,0,South Asia,Secondary,1989,24,m,0,10-09-2012,,,1,0,0
MITx/6.002x/2012_Fall,Circuits,Circuits and Electronics,MHxPC130526633,605621,0,Unknown/Other,Bachelor's,1989,24,m,0,07-09-2012,,,2,0,1
MITx/6.002x/2012_Fall,Circuits,Circuits and Electronics,MHxPC130353447,421485,0,Unknown/Other,Bachelor's,1989,24,m,0,07-09-2012,,,3,0,0
MITx/6.002x/2012_Fall,Circuits,Circuits and Electronics,MHxPC130294802,598002,0,Unknown/Other,Secondary,1989,24,m,0,09-09-2012,,,1,0,1
MITx/6.002x/2012_Fall,Circuits,Circuits and Electronics,MHxPC130119701,551181,0,Unknown/Other,Secondary,1989,24,m,0,09-09-2012,,,1,0,1
MITx/6.002x/2012_Fall,Circuits,Circuits and Electronics,MHxPC130236402,350206,0,Africa,Doctorate,1989,24,m,0,11-09-2012,,,1,0,0
MITx/6.002x/2012_Fall,Circuits,Circuits and Electronics,MHxPC130165092,238601,1,United States,Secondary,1989,24,m,,15-02-2013,,2,8,0,0
MITx/6.002x/2012_Fall,Circuits,Circuits and Electronics,MHxPC130165798,918929,1,United States,Bachelor's,1989,24,m,,08-02-2013,,1,2,0,0
MITx/6.002x/2012_Fall,Circuits,Circuits and Electronics,MHxPC130136581,527481,0,India,Bachelor's,1989,24,f,0,06-12-2012,,3,,0,1
MITx/6.002x/2012_Fall,Circuits,Circuits and Electronics,MHxPC130443495,400280,1,Europe,Secondary,1989,24,m,,17-02-2013,,1,18,0,0
MITx/6.002x/2012_Fall,Circuits,Circuits and Electronics,MHxPC130012829,893255,1,Unknown/Other,Bachelor's,1989,24,m,,21-02-2013,,,1,0,0
MITx/6.002x/2012_Fall,Circuits,Circuits and Electronics,MHxPC130223101,804446,1,Middle East,Bachelor's,1989,24,m,,29-05-2013,,3,14,0,0
MITx/6.002x/2012_Fall,Circuits,Circuits and Electronics,MHxPC130464489,100266,1,Europe,Bachelor's,1989,24,m,,24-06-2013,,,1,0,0
MITx/6.002x/2013_Spring,Circuits,Circuits and Electronics,MHxPC130149270,238642,0,Morocco,Bachelor's,1989,24,m,0,28-12-2012,,3,,0,1
MITx/6.002x/2013_Spring,Circuits,Circuits and Electronics,MHxPC130307082,208023,0,India,Bachelor's,1989,24,f,,29-08-2013,,13,8,0,0
MITx/6.002x/2013_Spring,Circuits,Circuits and Electronics,MHxPC130181949,771313,0,United States,Bachelor's,1989,24,f,0,21-01-2013,22-01-2013,1,,0,1
MITx/6.002x/2013_Spring,Circuits,Circuits and Electronics,MHxPC130356218,775632,1,Spain,Master's,1989,24,m,0,13-01-2013,,2,,0,0
MITx/6.002x/2013_Spring,Circuits,Circuits and Electronics,MHxPC130222246,472047,0,United States,Bachelor's,1989,24,m,0,24-01-2013,24-01-2013,1,,0,0
MITx/6.002x/2013_Spring,Circuits,Circuits and Electronics,MHxPC130325981,589340,0,India,Master's,1989,24,m,0,21-01-2013,21-01-2013,1,,0,1
MITx/6.002x/2013_Spring,Circuits,Circuits and Electronics,MHxPC130503918,299460,0,Indonesia,Bachelor's,1989,24,m,0,21-01-2013,21-01-2013,1,,0,1
MITx/6.002x/2013_Spring,Circuits,Circuits and Electronics,MHxPC130412233,564791,0,Pakistan,Bachelor's,1989,24,m,0,25-01-2013,26-01-2013,1,,0,1
MITx/6.002x/2013_Spring,Circuits,Circuits and Electronics,MHxPC130313290,958448,0,Middle East,Secondary,1989,24,m,0,03-02-2013,03-02-2013,1,,0,1
